TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
12:25:09.328 python3        2290922 nvme1n1 WS   142483712  131072   11.208
12:25:09.328 python3        2290921 nvme1n1 WS   142478592  131072   11.274
12:25:09.329 python3        2290921 nvme1n1 WS   142478848  131072   11.349
12:25:09.329 python3        2290922 nvme1n1 WS   142483200  131072   11.420
12:25:09.329 python3        2290922 nvme1n1 WS   142487552  131072   11.497
12:25:09.329 python3        2290922 nvme1n1 WS   142487808  131072   11.575
12:25:09.329 python3        2290921 nvme1n1 WS   142479104  131072   11.636
12:25:09.329 python3        2290921 nvme1n1 WS   142491648  131072   11.712
12:25:09.329 python3        2290921 nvme1n1 WS   142491904  131072   11.788
12:25:09.329 python3        2290922 nvme1n1 WS   142495744  131072   11.507
12:25:09.329 python3        2290922 nvme1n1 WS   142496000  131072   11.575
12:25:09.329 python3        2290922 nvme1n1 WS   142496256  131072   11.653
12:25:09.329 python3        2290922 nvme1n1 WS   142496512  131072   11.728
12:25:09.329 python3        2290922 nvme1n1 WS   142496768  131072   11.806
12:25:09.329 python3        2290922 nvme1n1 WS   142497024  131072   11.881
12:25:09.330 python3        2290922 nvme1n1 WS   142497280  131072   11.961
12:25:09.330 python3        2290922 nvme1n1 WS   142497536  131072   11.988
12:25:09.330 python3        2290922 nvme1n1 WS   142497792  131072   12.064
12:25:09.330 python3        2290922 nvme1n1 WS   142498048  131072   12.139
12:25:09.330 python3        2290922 nvme1n1 WS   142498304  131072   12.212
12:25:09.330 python3        2290922 nvme1n1 WS   142498560  131072   12.290
12:25:09.330 python3        2290922 nvme1n1 WS   142498816  131072   12.363
12:25:09.330 python3        2290922 nvme1n1 WS   142499072  131072   12.437
12:25:09.330 python3        2290922 nvme1n1 WS   142499328  131072   12.514
12:25:09.330 python3        2290922 nvme1n1 WS   142499584  131072   12.580
12:25:09.330 python3        2290922 nvme1n1 WS   142499840  131072   12.654
12:25:09.330 python3        2290922 nvme1n1 WS   142500096  131072   12.730
12:25:09.331 python3        2290922 nvme1n1 WS   142884864  131072   12.663
12:25:09.331 python3        2290922 nvme1n1 WS   142885120  131072   12.735
12:25:09.331 python3        2290922 nvme1n1 WS   142885376  131072   12.809
12:25:09.331 python3        2290922 nvme1n1 WS   142885632  131072   12.888
12:25:09.331 python3        2290922 nvme1n1 WS   142885888  131072   12.966
12:25:09.331 python3        2290922 nvme1n1 WS   142886144  131072   13.046
12:25:09.331 python3        2290922 nvme1n1 WS   142886400  131072   13.122
12:25:09.331 python3        2290921 nvme1n1 WS   142503936  131072   13.207
12:25:09.331 python3        2290921 nvme1n1 WS   142504192  131072   13.278
12:25:09.331 python3        2290921 nvme1n1 WS   142504448  131072   13.352
12:25:09.331 python3        2290921 nvme1n1 WS   142504704  131072   13.426
12:25:09.331 python3        2290921 nvme1n1 WS   142504960  131072   13.501
12:25:09.331 python3        2290921 nvme1n1 WS   142505216  131072   13.575
12:25:09.332 python3        2290921 nvme1n1 WS   142505472  131072   13.649
12:25:09.332 python3        2290921 nvme1n1 WS   142508032  131072   13.733
12:25:09.332 python3        2290921 nvme1n1 WS   142508288  131072   13.832
12:25:09.332 python3        2290921 nvme1n1 WS   142508544  131072   13.904
12:25:09.332 python3        2290922 nvme1n1 WS   142886656  131072   13.990
12:25:09.332 python3        2290921 nvme1n1 WS   142508800  131072   14.065
12:25:09.332 python3        2290921 nvme1n1 WS   142509056  131072   14.142
12:25:09.332 python3        2290922 nvme1n1 WS   142886912  131072   14.228
12:25:09.332 python3        2290922 nvme1n1 WS   142887168  131072   14.300
12:25:09.332 python3        2290922 nvme1n1 WS   142887424  131072   14.376
12:25:09.332 python3        2290922 nvme1n1 WS   142887680  131072   14.452
12:25:09.332 python3        2290922 nvme1n1 WS   142887936  131072   14.528
12:25:09.333 python3        2290922 nvme1n1 WS   142888192  131072   14.599
12:25:09.333 python3        2290922 nvme1n1 WS   142888448  131072   14.675
12:25:09.333 python3        2290921 nvme1n1 WS   142509312  131072   14.771
12:25:09.333 python3        2290921 nvme1n1 WS   142509568  131072   14.846
12:25:09.333 python3        2290921 nvme1n1 WS   142512128  131072   14.935
12:25:09.333 python3        2290921 nvme1n1 WS   142512384  131072   15.004
12:25:09.333 python3        2290921 nvme1n1 WS   142512640  131072   15.079
12:25:09.333 python3        2290921 nvme1n1 WS   142512896  131072   15.151
12:25:09.333 python3        2290921 nvme1n1 WS   142513152  131072   15.228
12:25:09.333 python3        2290921 nvme1n1 WS   142513408  131072   15.285
